id,name,category,subcategory,price,original_price,description,specifications,image_url,stock_quantity,brand,rating,review_count,tags,weight,dimensions,color_options,size_options,is_featured,created_date
205,Sony Gaming,Electronics,Gaming,28340,39608,"Experience cutting-edge technology with this premium gaming from Sony. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Easy to use and maintain.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?gaming-console,117,Sony,4.3,1589,"electronics, gaming, sony, sale",2.18,16x16x22,"Navy, White, Red, Black",One Size,FALSE,2024-12-05
206,Apple Gaming,Electronics,Gaming,5867,7054,"Experience cutting-edge technology with this premium gaming from Apple. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Eco-friendly and sustainable.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?gaming-console,46,Apple,4.1,471,"electronics, gaming, apple, budget, sale",2.31,35x23x15,Pink,One Size,FALSE,2025-07-01
207,Apple Gaming,Electronics,Gaming,24018,35851,"Experience cutting-edge technology with this premium gaming from Apple. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Easy to use and maintain.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?gaming-console,33,Apple,4.4,153,"electronics, gaming, apple, new arrival, bestseller",1.52,29x29x7,"Purple, Pink, Navy",One Size,TRUE,2025-04-30
208,Sony Gaming,Electronics,Gaming,20480,25759,"Experience cutting-edge technology with this premium gaming from Sony. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Excellent customer reviews.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?gaming-console,161,Sony,4.9,300,"electronics, gaming, sony, sale, premium",4.79,10x27x22,"White, Black",One Size,TRUE,2025-08-09
209,Boat Gaming,Electronics,Gaming,15913,22233,"Experience cutting-edge technology with this premium gaming from Boat. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Easy to use and maintain.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?gaming-console,393,Boat,4.5,1491,"electronics, gaming, boat, trending, budget",4.54,42x14x10,"Blue, Brown",One Size,FALSE,2024-07-17
210,Samsung Gaming,Electronics,Gaming,8942,13106,"Experience cutting-edge technology with this premium gaming from Samsung. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Perfect gift for loved ones.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?gaming-console,246,Samsung,4.3,154,"electronics, gaming, samsung, sale, bestseller",1.33,22x33x23,"Yellow, Maroon, Red, Blue",One Size,FALSE,2024-10-18
211,Boat Gaming,Electronics,Gaming,5287,8459,"Experience cutting-edge technology with this premium gaming from Boat. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Modern design meets functionality.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?gaming-console,178,Boat,4.2,631,"electronics, gaming, boat, new arrival, trending, premium",4.06,37x15x5,"Blue, Maroon, Pink",One Size,FALSE,2025-01-03
212,Sony Gaming,Electronics,Gaming,25268,37896,"Experience cutting-edge technology with this premium gaming from Sony. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Trusted by millions of customers.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?gaming-console,193,Sony,4.5,1002,"electronics, gaming, sony, bestseller, trending, sale",4.22,18x38x22,"Green, Navy",One Size,FALSE,2024-03-18
213,Apple Gaming,Electronics,Gaming,19619,28347,"Experience cutting-edge technology with this premium gaming from Apple. Features advanced specifications, sleek design, and reliable performance. Perfect for professionals and enthusiasts alike. Comes with manufacturer warranty and excellent customer support. Fast delivery available.","{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?gaming-console,217,Apple,4.5,440,"electronics, gaming, apple, new arrival",1.38,44x25x25,"Yellow, Pink",One Size,FALSE,2025-08-26
214,Puma Men's Clothing,Fashion,Men's Clothing,2202,3038,Elevate your style with this trendy men's clothing from Puma. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Easy to use and maintain.,"{""material"": ""Silk"", ""fit"": ""Loose"", ""care"": ""Machine Wash"", ""origin"": ""Bangladesh"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?mens-fashion,132,Puma,4.7,1656,"fashion, men's clothing, puma, sale, trending, new arrival",2.29,21x28x23,"Maroon, Purple","XS, S, L, XXL, M",FALSE,2025-01-13
215,Levi's Men's Clothing,Fashion,Men's Clothing,474,694,Elevate your style with this trendy men's clothing from Levi's. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Perfect gift for loved ones.,"{""material"": ""Cotton Blend"", ""fit"": ""Tight"", ""care"": ""Machine Wash"", ""origin"": ""China"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?mens-fashion,30,Levi's,5,668,"fashion, men's clothing, levi's, sale",4.85,50x36x13,"Brown, Gray, Maroon","L, XXL, M, XL",FALSE,2025-06-13
216,H&M Men's Clothing,Fashion,Men's Clothing,1840,3032,Elevate your style with this trendy men's clothing from H&M. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Eco-friendly and sustainable.,"{""material"": ""Denim"", ""fit"": ""Tight"", ""care"": ""Machine Wash"", ""origin"": ""China"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?mens-fashion,415,H&M,4,1242,"fashion, men's clothing, h&m, new arrival",4.42,38x15x12,Gray,"S, XXL, XL, XS, L",FALSE,2024-05-01
217,Van Heusen Men's Clothing,Fashion,Men's Clothing,1242,1664,Elevate your style with this trendy men's clothing from Van Heusen. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Modern design meets functionality.,"{""material"": ""Linen"", ""fit"": ""Slim"", ""care"": ""Machine Wash"", ""origin"": ""China"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?mens-fashion,255,Van Heusen,3.4,335,"fashion, men's clothing, van heusen, budget, bestseller, trending",0.31,46x28x10,"Navy, Gray","XL, S, XS",FALSE,2024-09-21
218,Puma Men's Clothing,Fashion,Men's Clothing,2415,3956,Elevate your style with this trendy men's clothing from Puma. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Perfect gift for loved ones.,"{""material"": ""Denim"", ""fit"": ""Slim"", ""care"": ""Machine Wash"", ""origin"": ""Bangladesh"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?mens-fashion,430,Puma,3.6,180,"fashion, men's clothing, puma, budget",3.07,40x37x20,"Blue, Pink","XL, S, M, XS",FALSE,2025-04-09
219,Allen Solly Men's Clothing,Fashion,Men's Clothing,2718,3263,Elevate your style with this trendy men's clothing from Allen Solly. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Trusted by millions of customers.,"{""material"": ""Silk"", ""fit"": ""Regular"", ""care"": ""Machine Wash"", ""origin"": ""India"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?mens-fashion,277,Allen Solly,4.7,1037,"fashion, men's clothing, allen solly, budget, trending, bestseller",0.97,49x29x6,White,"XXL, S, XS, M, XL, L",FALSE,2024-02-14
220,Peter England Men's Clothing,Fashion,Men's Clothing,2469,3324,Elevate your style with this trendy men's clothing from Peter England. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Fast delivery available.,"{""material"": ""Silk"", ""fit"": ""Tight"", ""care"": ""Machine Wash"", ""origin"": ""China"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?mens-fashion,474,Peter England,4.5,1431,"fashion, men's clothing, peter england, bestseller, budget, trending",1.35,24x39x7,"Brown, Gray, Pink","S, XS, XL, M, L",FALSE,2024-01-08
221,Fabindia Men's Clothing,Fashion,Men's Clothing,2980,3731,Elevate your style with this trendy men's clothing from Fabindia. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Fast delivery available.,"{""material"": ""Cotton Blend"", ""fit"": ""Tight"", ""care"": ""Machine Wash"", ""origin"": ""China"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?mens-fashion,228,Fabindia,4.3,524,"fashion, men's clothing, fabindia, new arrival, budget",2.87,49x18x26,"Blue, Pink, Gray, Brown","S, M, L, XXL, XL, XS",FALSE,2024-05-21
222,Van Heusen Men's Clothing,Fashion,Men's Clothing,786,1185,Elevate your style with this trendy men's clothing from Van Heusen. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Trusted by millions of customers.,"{""material"": ""Linen"", ""fit"": ""Regular"", ""care"": ""Machine Wash"", ""origin"": ""India"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?mens-fashion,215,Van Heusen,4.6,1645,"fashion, men's clothing, van heusen, new arrival, bestseller, trending",2.01,50x10x30,Red,"XL, L, XS, XXL, S, M",FALSE,2024-03-22
223,Allen Solly Men's Clothing,Fashion,Men's Clothing,453,677,Elevate your style with this trendy men's clothing from Allen Solly. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Trusted by millions of customers.,"{""material"": ""Denim"", ""fit"": ""Loose"", ""care"": ""Machine Wash"", ""origin"": ""Bangladesh"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?mens-fashion,494,Allen Solly,4.5,363,"fashion, men's clothing, allen solly, budget, sale, bestseller",1.09,43x19x11,Brown,"XL, S, XS, XXL",FALSE,2024-01-01
224,Puma Men's Clothing,Fashion,Men's Clothing,654,1088,Elevate your style with this trendy men's clothing from Puma. Made with high-quality materials and contemporary design. Comfortable fit and durable construction make it perfect for daily wear. Available in multiple sizes and colors. Fast delivery available.,"{""material"": ""Silk"", ""fit"": ""Loose"", ""care"": ""Machine Wash"", ""origin"": ""Bangladesh"", ""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?mens-fashion,310,Puma,3.4,36,"fashion, men's clothing, puma, sale, bestseller, new arrival",2.79,45x39x23,"Yellow, Green, Blue","L, XXL, XS, S",FALSE,2025-02-20
